,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_Polarizability,formulaB_elements_Polarizability,avg_elements_AtomicVolume,diff_elements_AtomicVolume,avg_elements_AtomicWeight,diff_elements_AtomicWeight,avg_elements_BoilingT,diff_elements_BoilingT,avg_elements_BulkModulus,diff_elements_BulkModulus,avg_elements_Column,diff_elements_Column,avg_elements_CovalentRadius,diff_elements_CovalentRadius,avg_elements_Density,diff_elements_Density,avg_elements_ElectronSurfaceDensityWS,diff_elements_ElectronSurfaceDensityWS,avg_elements_Electronegativity,diff_elements_Electronegativity,avg_elements_FirstIonizationEnergy,diff_elements_FirstIonizationEnergy,avg_elements_GSbandgap,diff_elements_GSbandgap,avg_elements_GSenergy_pa,diff_elements_GSenergy_pa,avg_elements_GSestBCClatcnt,diff_elements_GSestBCClatcnt,avg_elements_GSestFCClatcnt,diff_elements_GSestFCClatcnt,avg_elements_GSvolume_pa,diff_elements_GSvolume_pa,avg_elements_HHIp,diff_elements_HHIp,avg_elements_HHIr,diff_elements_HHIr,avg_elements_HeatCapacityMass,diff_elements_HeatCapacityMass,avg_elements_HeatCapacityMolar,diff_elements_HeatCapacityMolar,avg_elements_HeatFusion,diff_elements_HeatFusion,avg_elements_ICSDVolume,diff_elements_ICSDVolume,avg_elements_MeltingT,diff_elements_MeltingT,avg_elements_MendeleevNumber,diff_elements_MendeleevNumber,avg_elements_MiracleRadius,diff_elements_MiracleRadius,avg_elements_NUnfilled,diff_elements_NUnfilled,avg_elements_NValance,diff_elements_NValance,avg_elements_NdValence,diff_elements_NdValence,avg_elements_Number,diff_elements_Number,avg_elements_Polarizability,diff_elements_Polarizability,avg_elements_ShearModulus,diff_elements_ShearModulus
1806,380.0,6.3,142,166,1.76,0.82,7.4589,5.139076,-7.25364552,-1.2602413829999999,0.243,1.228,26.59,2.6,59,2,8.6,24.11,26.581919345,-25.712819070000002,62.947634640000004,79.91573072,2562.0,2812.0,193.15,373.7,5.0,8,154.0,-24,6709.0,11482.0,1.29,0.9400000000000001,1.605,1.3499999999999996,6.298988,2.3198239999999997,0.0,0.0,-4.2569434515,-5.993404137000001,3.4460039085,-0.871338363,4.3416928619999995,-1.0978175439999993,21.441666665,-15.603333329999998,2150.0,2100,4250.0,7500,0.7355,-0.985,26.605,-3.25,14.595,23.99,25.669999999999998,-28.18,1303.935,1866.13,30.5,57,156.0,-48,2.0,2,5.0,8,4.0,8,28.0,34,16.355,-15.51,76.65,146.7
1807,380.0,170.0,142,164,1.76,1.64,7.4589,6.75885,-7.25364552,-10.09332153,0.243,0.265,26.59,30.0,59,47,8.6,15.7,15.863821394999999,-4.276623169999999,97.90594,9.999120000000005,4492.5,-1049.0,275.0,210.0,7.0,4,153.0,-22,10510.0,3880.0,1.7,0.1200000000000001,1.94,0.6799999999999997,7.108874999999999,0.7000500000000001,0.0,0.0,-8.673483525,2.8396760100000007,3.161615957,-0.30256245999999987,3.9833864964999997,-0.38120481299999964,15.91,-4.539999999999999,5850.0,-5300,8400.0,-800,0.254,-0.02200000000000002,24.79,0.379999999999999,28.295,-3.41,14.864999999999998,-6.5699999999999985,2493.5,-513.0,53.0,12,137.5,-11,5.0,-4,7.0,4,6.0,4,43.0,4,12.149999999999999,-7.1,94.0,112.0
1808,380.0,0.0,142,144,1.76,1.85,7.4589,8.43823,-7.25364552,-11.22070399,0.243,0.13,26.59,57.85,59,57,8.6,8.5,13.85460374,-0.2581878599999996,146.56775,-87.32449999999999,4626.5,-1317.0,190.0,380.0,8.5,1,143.0,-2,17520.0,-10140.0,1.8050000000000002,-0.09000000000000008,2.24,0.07999999999999963,7.948565,-0.9793300000000009,0.0,0.0,-9.237174755,3.9670584700000004,3.0267083904999996,-0.032747326999999604,3.8134136135,-0.04125904700000005,13.865,-0.4499999999999993,4350.0,-2300,8550.0,-1100,0.1865,0.11299999999999999,24.84,0.28000000000000114,42.22,-31.26,12.690000000000001,-2.2200000000000006,2771.5,-1069.0,58.0,2,133.5,-3,3.5,-1,15.5,-13,7.0,2,60.5,-31,8.55,0.09999999999999964,186.0,-72.0
1809,380.0,46.0,142,146,1.76,1.15,7.4589,7.4166300000000005,-7.25364552,-3.62902961,0.243,0.13,26.59,4.774,59,81,8.6,6.995,22.03346641,-16.6159132,155.05275,-104.29449999999999,2995.0,1946.0,213.0,334.0,11.5,-5,144.0,-4,11895.0,1110.0,1.455,0.6100000000000001,2.3049999999999997,-0.050000000000000266,7.437765000000001,0.042269999999999364,0.0,0.0,-5.4413375649999995,-3.62461591,3.420600302,-0.8205311499999999,4.309686324,-1.033804468,20.875,-14.469999999999999,2950.0,500,4900.0,6200,0.1865,0.11299999999999999,24.84,0.28000000000000114,15.682,21.816,20.95,-18.740000000000002,1418.805,1636.3899999999999,70.0,-22,153.0,-42,3.5,-1,18.5,-19,9.0,-2,63.5,-37,7.797499999999999,1.6049999999999995,77.8,144.4
1810,380.0,180.0,142,139,1.76,1.67,7.4589,8.3369,-7.25364552,-5.13777457,0.243,0.244,26.59,16.74,59,62,8.6,4.8,14.21194804,-0.9728764600000002,104.66275,-3.514499999999998,3602.0,732.0,280.0,200.0,9.5,-1,140.5,3,12236.5,427.0,1.7149999999999999,0.09000000000000008,2.24,0.07999999999999963,7.8979,-0.8780000000000001,0.0,0.0,-6.195710045,-2.1158709499999997,3.038140919,-0.05561238400000024,3.8278176965000004,-0.07006721300000018,14.025,-0.7699999999999996,3200.0,0,8000.0,0,0.2435,-0.0010000000000000009,25.48,-1.0,21.665,9.850000000000001,13.15,-3.1400000000000006,2032.525,408.95000000000005,60.5,-3,137.0,-10,1.5,3,9.5,-1,9.0,-2,45.5,-1,6.699999999999999,3.8,97.0,106.0
1811,380.0,33.0,142,199,1.76,1.21,7.4589,5.582000000000001,-7.25364552,-4.744621343,0.243,0.0,26.59,0.0,59,21,8.6,30.1,23.436529184999998,-19.42203875,123.95275000000001,-42.0945,3620.5,695.0,206.5,347.0,6.0,6,170.5,-57,9857.0,5186.0,1.4849999999999999,0.55,1.7174999999999998,1.1249999999999998,6.52045,1.8768999999999991,0.0,0.0,-5.999133431500001,-2.5090241769999997,3.542838758,-1.0650080619999995,4.463697128,-1.3418260759999998,23.74125,-20.2025,6350.0,-6300,5550.0,4900,0.1215,0.243,12.49,24.98,13.295,26.59,22.625,-22.090000000000003,1805.0,864.0,40.0,38,158.5,-53,6.0,-6,8.0,2,4.0,8,53.0,-16,19.35,-21.5,84.0,132.0
1812,380.0,2.5,142,220,1.76,0.6,7.4589,4.177128,-7.25364552,-0.963335025,0.243,0.363,26.59,2.19,59,4,8.6,47.27,53.18323083,-78.91544203999999,94.18665,17.437700000000007,2464.5,3007.0,191.25,377.5,5.0,8,181.0,-78,6991.0,10918.0,1.18,1.1600000000000001,1.5499999999999998,1.46,5.818014,3.281772,0.0,0.0,-4.1084902725,-6.290310495,4.3358097529999995,-2.650950052,5.462777976,-3.339987772,52.18125,-77.0825,4600.0,-2800,7000.0,2000,0.303,-0.12,28.02,-6.079999999999998,14.39,24.4,52.335,-81.51,1274.73,1924.54,31.5,55,188.0,-112,2.0,2,5.0,8,4.0,8,41.0,8,27.935000000000002,-38.67,75.0,150.0
1813,380.0,220.0,142,146,1.76,1.83,7.4589,7.3605,-7.25364552,-9.19463357,0.243,0.23800000000000002,26.59,38.59,59,56,8.6,9.6,13.64669211,0.1576354000000002,101.98775,1.8355000000000103,4195.5,-455.0,300.0,160.0,8.5,1,144.0,-4,12410.0,80.0,1.795,-0.07000000000000006,2.24,0.07999999999999963,7.4097,0.09839999999999982,0.0,0.0,-8.224139545,1.9409880500000005,3.0055376425,0.009594169000000097,3.786740142,0.012087896000000153,13.575,0.13000000000000078,3200.0,0,8000.0,0,0.2405,0.004999999999999977,24.52,0.9200000000000017,32.59,-12.000000000000004,12.805,-2.4499999999999993,2422.0,-370.0,57.5,3,133.0,-2,3.5,-1,8.5,1,7.5,1,44.5,1,9.1,-1.0,161.5,-23.0
1814,380.0,42.0,142,139,1.76,1.26,7.4589,8.60839,-7.25364552,-4.11736234,0.243,0.207,26.59,19.79,59,85,8.6,6.6,21.958466625,-16.465913630000003,112.33275,-18.8545,2914.0,2108.0,211.0,338.0,12.0,-6,140.5,3,9573.5,5753.0,1.51,0.5,2.165,0.22999999999999998,8.033645,-1.1494900000000001,0.0,0.0,-5.685503929999999,-3.1362831800000004,3.4959583590000003,-0.971247264,4.404631526,-1.2236948719999998,22.6,-17.919999999999998,5550.0,-4700,5700.0,4600,0.22499999999999998,0.036000000000000004,25.105,-0.25,23.189999999999998,6.800000000000001,20.895,-18.630000000000003,1570.3899999999999,1333.22,72.0,-26,143.5,-23,3.0,0,12.0,-6,9.0,-2,48.0,-6,7.6,2.0,85.0,130.0
1815,380.0,57.0,142,170,1.76,1.27,7.4589,6.561489999999999,-7.25364552,-6.28551309,0.243,0.568,26.59,14.1,59,11,8.6,17.8,19.367410365,-11.28380111,73.930706,57.949588000000006,3535.5,865.0,218.5,323.0,6.0,6,156.0,-28,7717.5,9465.0,1.5150000000000001,0.49,1.8199999999999998,0.9199999999999997,7.0101949999999995,0.8974100000000007,0.0,0.0,-6.769579305000001,-0.9681324299999998,3.276604374,-0.5325392940000002,4.1282628235,-0.6709574669999996,17.9375,-8.594999999999999,4350.0,-2300,6250.0,3500,0.40549999999999997,-0.32499999999999996,25.25,-0.5399999999999991,20.345,12.49,18.27,-13.38,2025.5,423.0,35.0,48,147.0,-30,6.0,-6,6.0,6,4.5,7,33.0,24,13.2,-9.200000000000001,89.5,121.0
1816,380.0,0.0,142,147,1.76,1.81,7.4589,7.28,-7.25364552,-10.355151199999998,0.243,0.0,26.59,33.29,59,53,8.6,11.4,13.938260660000001,-0.42550169999999987,100.45275000000001,4.9055000000000035,4253.0,-570.0,190.0,380.0,8.0,2,144.5,-5,11975.0,950.0,1.7850000000000001,-0.050000000000000044,2.09,0.3799999999999999,7.3694500000000005,0.17889999999999961,0.0,0.0,-8.804398359999999,3.101505679999998,3.033695431,-0.0467214079999998,3.8222167325000003,-0.05886528499999999,13.9625,-0.6449999999999996,1600.0,3200,4000.0,8000,0.1215,0.243,12.49,24.98,29.939999999999998,-6.699999999999999,12.9,-2.6400000000000006,2333.5,-193.0,56.0,6,134.0,-4,4.0,-2,8.0,2,6.5,3,44.0,2,10.0,-2.8000000000000007,75.0,150.0
1817,380.0,110.0,142,160,1.76,1.52,7.4589,6.828119999999999,-7.25364552,-7.77522712,0.243,0.524,26.59,14.15,59,43,8.6,14.6,15.680913485000001,-3.9108073500000007,75.38625,55.038500000000006,3764.0,408.0,245.0,270.0,6.5,5,151.0,-18,8478.5,7943.0,1.6400000000000001,0.24,1.91,0.7399999999999998,7.143509999999999,0.6307800000000006,0.0,0.0,-7.51443632,0.5215816000000002,3.115066924,-0.20946439400000028,3.9247383895,-0.2639085990000001,15.165000000000001,-3.0500000000000007,2150.0,2100,4800.0,6400,0.3835,-0.281,25.02,-0.0799999999999983,20.37,12.44,14.625,-6.090000000000002,2089.0,296.0,51.0,16,137.0,-10,5.5,-5,6.5,5,5.0,6,33.5,23,11.6,-6.0,97.0,106.0
1818,380.0,45.0,142,190,1.76,1.23,7.4589,6.18431,-7.25364552,-4.47387849,0.243,0.16,26.59,16.84,59,37,8.6,21.8,21.91094783,-16.37087604,135.919855,-66.02871,3095.5,1745.0,212.5,335.0,6.0,6,166.0,-48,10885.5,3129.0,1.495,0.53,1.765,1.0299999999999998,6.821605,1.27459,0.0,0.0,-5.863762005,-2.7797670300000004,3.4578046015000004,-0.8949397490000002,4.356560804,-1.1275534280000001,21.71,-16.14,6350.0,-6300,5550.0,4900,0.2015,0.08299999999999999,26.005000000000003,-2.0500000000000007,21.715,9.75,20.86,-18.560000000000002,2027.5,419.0,48.0,22,153.5,-43,2.0,2,12.0,-6,4.0,8,57.0,-24,15.2,-13.200000000000001,90.5,119.0
1819,380.0,160.0,142,153,1.76,1.64,7.4589,6.7461899999999995,-7.25364552,-8.93926069,0.243,0.489,26.59,21.5,59,46,8.6,12.4,13.785204015,-0.11938840999999911,76.9235,51.964000000000006,3824.0,288.0,270.0,220.0,7.0,4,147.5,-11,9280.0,6340.0,1.7,0.1200000000000001,1.9549999999999998,0.6499999999999999,7.102544999999999,0.7127100000000004,0.0,0.0,-8.096453105,1.6856151699999993,2.9867951075,0.047079238999999884,3.7631260280000003,0.05931612399999997,13.325,0.6300000000000008,3250.0,-100,5700.0,4600,0.366,-0.246,24.935000000000002,0.08999999999999986,24.045,5.09,12.73,-2.3000000000000007,2210.0,54.0,52.5,13,133.0,-2,5.0,-4,7.0,4,5.5,5,34.0,22,10.5,-3.8000000000000007,98.5,103.0
1820,380.0,0.0,142,140,1.76,0.0,7.4589,12.12984,-7.25364552,0.04873128,0.243,0.158,26.59,2.27,59,102,8.6,4.044,18483.324764905,-36939.19851019,117.09925000000001,-28.387500000000003,2066.5,3803.0,190.0,380.0,13.5,-9,141.0,2,6227.95,12444.1,0.88,1.76,2.44,-0.3200000000000003,9.79437,-4.67094,3.228,-6.456,-3.60245712,-7.3023768,3.8811134315,-1.7415574090000003,4.8898965095,-2.194224839,33.644999999999996,-40.01,1600.0,3200,4000.0,8000,0.2005,0.08499999999999999,22.883,4.194000000000003,14.43,24.32,34.705,-46.25,1199.15,2075.7,80.5,-43,66.0,132,1.5,3,13.5,-9,9.0,-2,49.5,-9,6.321999999999999,4.556,75.0,150.0
1821,380.0,31.0,142,187,1.76,0.92,7.4589,6.25416,-7.25364552,-1.47410408,0.243,0.155,26.59,7.66,59,39,8.6,20.9,28.732590875,-30.014162130000003,137.97975,-70.1485,2718.5,2499.0,205.5,349.0,6.0,6,164.5,-45,9510.0,5880.0,1.34,0.84,1.77,1.0199999999999998,6.856529999999999,1.2047400000000001,0.0,0.0,-4.3638748,-5.77954144,3.5483930690000003,-1.0761166840000005,4.470695121,-1.355822062,23.88,-20.479999999999997,6350.0,-6300,5550.0,4900,0.199,0.088,25.86,-1.759999999999998,17.125,18.93,26.375,-29.590000000000003,1664.5,1145.0,49.0,20,161.0,-58,1.5,3,12.5,-7,4.0,8,57.5,-25,14.75,-12.299999999999999,79.95,140.1
1822,220.0,100.0,146,145,1.83,1.36,7.3605,7.576230000000001,-9.19463357,-2.76539356,0.23800000000000002,0.235,38.59,11.3,56,65,9.6,6.99,15.32176118,-3.5077735400000005,104.4691,-6.7982000000000085,3429.0,1988.0,160.0,120.0,9.5,-3,145.5,1,11430.0,1880.0,1.5950000000000002,0.47,2.065,0.27000000000000024,7.468365,-0.21573000000000064,0.0,0.0,-5.980013565,-6.429240010000001,3.0986105320000004,-0.19573994800000039,3.9040046339999996,-0.24661687999999948,14.919999999999998,-2.8199999999999985,2200.0,2000,4700.0,6600,0.2365,0.0030000000000000304,24.705,-1.2900000000000027,24.945,27.290000000000003,15.54,-3.0200000000000014,1920.9650000000001,1372.07,60.5,-9,139.0,-10,2.5,3,9.5,-3,8.5,-3,45.5,-3,8.295,2.6099999999999994,101.5,143.0
1823,220.0,76.0,146,121,1.83,1.39,7.3605,5.985768,-9.19463357,-3.74542312,0.23800000000000002,0.897,38.59,10.71,56,73,9.6,6.8,15.081149465,-3.0265501100000005,64.0257693,74.0884614,3607.5,1631.0,148.0,144.0,10.5,-5,133.5,25,7535.0,9670.0,1.6099999999999999,0.44000000000000017,1.9050000000000002,0.5900000000000001,6.673134,1.3747319999999998,0.0,0.0,-6.470028345,-5.449210450000001,3.1034891955,-0.20549727500000037,3.910151365,-0.25891034200000007,14.995000000000001,-2.9700000000000006,2400.0,1600,4500.0,7000,0.5675,-0.659,24.13,-0.14000000000000057,24.650000000000002,27.880000000000003,15.32,-2.58,1770.2350000000001,1673.53,64.5,-17,137.5,-7,4.5,-1,5.5,5,3.5,7,28.5,31,8.2,2.8,99.5,147.0
1824,220.0,22.0,146,119,1.83,1.44,7.3605,9.7886,-9.19463357,-4.650889115,0.23800000000000002,0.32899999999999996,38.59,24.44,56,84,9.6,4.31,17.645920075,-8.15609133,87.9958,26.148399999999995,2655.0,3536.0,121.0,198.0,11.5,-7,132.5,27,9048.5,6643.0,1.635,0.3900000000000001,2.1900000000000004,0.020000000000000018,8.57455,-2.4281000000000006,0.0,0.0,-6.9227613425,-4.543744455000001,3.2702124770000003,-0.5389438380000002,4.1202095375,-0.6790266870000004,17.8425,-8.665000000000001,3250.0,-100,6000.0,4000,0.2835,-0.09099999999999994,24.35,-0.5800000000000018,31.515,14.150000000000002,17.775,-7.49,1848.5,1517.0,70.0,-28,124.5,19,3.5,1,11.5,-7,8.5,-3,38.5,11,6.955,5.29,86.5,173.0
1825,220.0,220.0,146,136,1.83,1.57,7.3605,9.225530000000001,-9.19463357,-3.20969261,0.23800000000000002,0.129,38.59,12.55,56,66,9.6,5.8,15.257469015000002,-3.3791892100000016,149.0182845,-95.896569,3776.0,1294.0,220.0,0.0,9.5,-3,141.0,10,15835.0,-6930.0,1.7000000000000002,0.26,2.37,-0.33999999999999986,8.293015,-1.8650300000000009,0.0,0.0,-6.20216309,-5.984940960000001,3.110591305,-0.21970149399999972,3.9190994625,-0.2768065370000006,15.105,-3.1899999999999995,2150.0,2100,4500.0,7000,0.1835,0.10900000000000001,24.739,-1.358000000000004,25.57,26.040000000000003,15.495000000000001,-2.9300000000000015,1972.165,1269.67,61.0,-10,138.5,-9,2.5,3,16.5,-17,8.5,-3,61.5,-35,7.699999999999999,3.8,100.0,146.0
1826,220.0,130.0,146,96,1.83,1.67,7.3605,9.3227,-9.19463357,-3.755038695,0.23800000000000002,1.825,38.59,7.895,56,67,9.6,5.6,10.833025432500001,5.469697954999999,55.041090999999994,92.057818,3583.0,1680.0,175.0,90.0,5.0,6,121.0,50,7109.0,10522.0,1.75,0.16000000000000014,1.8850000000000002,0.6300000000000001,8.3416,-1.9621999999999993,0.0,0.0,-6.4748361325,-5.439594875000001,2.7544900195,0.492501077,3.4704399575,0.6205124729999998,10.7,5.62,5600.0,-4800,6000.0,4000,1.0315,-1.587,20.2515,7.617000000000001,23.2425,30.695000000000004,11.07,5.92,2083.5,1047.0,61.5,-11,123.0,22,2.0,4,5.0,6,3.5,7,24.0,40,7.6,4.0,152.5,41.0
1827,220.0,31.0,146,148,1.83,1.16,7.3605,7.2855,-9.19463357,-3.9736943999999994,0.23800000000000002,0.122,38.59,11.106,56,86,9.6,0.4,24.525666745000002,-21.91558467,155.02519999999998,-107.91040000000001,3130.0,2586.0,125.5,189.0,11.5,-7,147.0,-2,11075.0,2590.0,1.495,0.6700000000000002,2.1100000000000003,0.18000000000000016,7.323,0.07500000000000018,0.0,0.0,-6.584163985,-5.220939170000001,3.5199692584999998,-1.038457401,4.4348833635,-1.3083743390000002,23.23,-19.440000000000005,4250.0,-2100,7000.0,2000,0.18,0.11600000000000002,24.79,-1.4600000000000009,24.848000000000003,27.484,24.705000000000002,-21.35,1575.7,2062.6,71.0,-30,148.0,-28,3.5,1,18.5,-21,8.5,-3,63.5,-39,5.0,9.2,92.5,161.0
1828,220.0,1.9,146,120,1.83,0.0,7.3605,11.8138,-9.19463357,-1.5830253380000001,0.23800000000000002,0.474,38.59,5.285,56,95,9.6,3.05,28.047849865,-28.959950909999996,90.487,21.165999999999997,2377.5,4091.0,110.95,218.1,12.5,-9,133.0,26,7745.0,9250.0,0.915,1.83,2.58,-0.7599999999999998,9.587150000000001,-4.4533000000000005,0.7284999999999999,-1.4569999999999999,-5.388829454000001,-7.611608232,3.4464285009999998,-0.8913758859999996,4.342227815,-1.1230632420000006,21.495,-15.97,3250.0,-100,7450.0,1100,0.356,-0.23599999999999996,49.875,-51.629999999999995,21.9375,33.30500000000001,39.585,-51.11,1436.4,2341.2,75.5,-39,67.0,134,2.5,3,12.5,-9,8.5,-3,39.5,9,6.324999999999999,6.55,86.5,173.0
1829,220.0,17.0,146,176,1.83,0.91,7.3605,6.11316,-9.19463357,-1.948329565,0.23800000000000002,0.647,38.59,8.54,56,7,9.6,25.73333333,28.252530855,-29.369312889999996,70.574,60.99199999999999,3090.0,2666.0,118.5,203.0,5.0,6,161.0,-30,6960.0,10820.0,1.37,0.92,1.6,1.2000000000000002,6.736829999999999,1.2473400000000003,0.0,0.0,-5.5714815675,-7.246304005000001,3.614000441,-1.2265197659999996,4.55335523,-1.5453180720000006,25.64,-24.260000000000005,3550.0,-700,4750.0,6500,0.4425,-0.40900000000000003,24.994500000000002,-1.8690000000000033,23.565,30.050000000000004,29.11,-30.159999999999997,1861.0,1492.0,31.5,49,167.5,-67,2.0,4,5.0,6,3.5,7,32.0,24,17.666666665,-16.13333333,90.2,165.6
1830,220.0,44.0,146,189,1.83,1.23,7.3605,6.1077,-9.19463357,-4.563633745,0.23800000000000002,0.168,38.59,19.9,56,35,9.6,22.7,22.10197139,-17.068193960000002,134.1645,-66.18900000000002,3782.0,1282.0,132.0,176.0,5.5,5,167.5,-43,10718.0,3304.0,1.53,0.6000000000000001,1.7200000000000002,0.9600000000000002,6.7341,1.2527999999999997,0.0,0.0,-6.879133657500001,-4.630999825000001,3.4704456025,-0.9394100889999999,4.3724874665,-1.1835825450000002,22.0475,-17.075000000000003,6350.0,-6300,5550.0,4900,0.203,0.07,26.09,-4.060000000000002,29.245,18.690000000000005,22.35,-16.64,2188.5,837.0,45.5,21,154.5,-41,3.0,2,11.0,-6,3.5,7,56.0,-24,16.15,-13.1,100.5,145.0
1831,220.0,38.0,146,196,1.83,1.21,7.3605,6.1498,-9.19463357,-4.65442131,0.23800000000000002,0.235,38.59,9.67,56,27,9.6,23.5,23.308799360000002,-19.4818499,129.16,-56.18000000000001,3973.0,900.0,129.0,182.0,5.5,5,171.0,-50,10135.5,4469.0,1.52,0.6200000000000001,1.7000000000000002,1.0000000000000002,6.75515,1.2107,0.0,0.0,-6.92452744,-4.5402122600000006,3.5014114034999997,-1.001341691,4.4115019315,-1.2616114749999996,22.779999999999998,-18.54,6350.0,-6300,5550.0,4900,0.2365,0.0030000000000000304,30.545,-12.970000000000002,24.130000000000003,28.92,23.505,-18.949999999999996,2096.5,1021.0,41.5,29,155.0,-42,10.0,-12,9.0,-2,4.0,6,54.0,-20,16.55,-13.9,97.5,151.0
1832,220.0,0.0,146,28,1.83,0.0,7.3605,24.587387,-9.19463357,0.0011354000000000002,0.23800000000000002,5.13,38.59,0.0,56,98,9.6,0.2050522,18624.801717205002,-37222.46768559,52.536300999999995,97.067398,2213.535,4418.93,110.0,220.0,13.0,-10,87.0,118,6185.08925,12369.8215,0.915,1.83,1.1,2.2,15.9739435,-17.226886999999998,9.049,-18.098,-4.596749085,-9.195768970000001,2.954736823,0.09200746999999998,3.7227351200000003,0.11592214799999967,12.907499999999999,1.205,3200.0,0,5950.0,4100,2.684,-4.8919999999999995,22.423,3.274000000000001,19.295,38.59,16.555,-5.049999999999999,1303.5,2607.0,77.0,-42,67.0,134,2.0,4,5.0,6,3.5,7,23.0,42,4.9025261,9.394947799999999,86.5,173.0
1833,220.0,7.7,146,139,1.83,0.0,7.3605,10.451260000000001,-9.19463357,-1.505402418,0.23800000000000002,0.214,38.59,7.76,56,96,9.6,5.025,28.11336594,-29.09098306,113.987235,-25.834469999999996,2440.15,3965.7,113.85,212.3,12.5,-9,142.5,7,8655.0,7430.0,0.915,1.83,2.43,-0.45999999999999996,8.90588,-3.0907600000000013,0.531,-1.062,-5.350017994,-7.6892311520000005,3.7076293585,-1.413777601,4.671320273999999,-1.7812481599999996,28.2625,-29.505000000000003,4050.0,-1700,6400.0,3200,0.226,0.02400000000000002,39.245,-30.37,23.175,30.830000000000005,28.27,-28.479999999999997,1496.925,2220.15,76.0,-40,67.0,134,2.5,3,12.5,-9,8.5,-3,48.5,-9,7.3125,4.574999999999999,86.5,173.0
1834,220.0,32.0,146,201,1.83,1.2,7.3605,5.525,-9.19463357,-4.76235134,0.23800000000000002,0.19,38.59,7.14,56,19,9.6,31.4,23.868464645,-20.601180469999996,122.656,-43.172000000000025,3898.0,1050.0,126.0,188.0,5.5,5,173.5,-55,9690.0,5360.0,1.5150000000000001,0.6300000000000001,1.67,1.0600000000000003,6.44275,1.8354999999999997,0.0,0.0,-6.9784924550000005,-4.43228223,3.5572773790000003,-1.1130736420000003,4.4818886505,-1.4023849129999997,24.16,-21.300000000000004,6350.0,-6300,5550.0,4900,0.21400000000000002,0.048000000000000015,25.755,-3.3900000000000006,22.865000000000002,31.450000000000003,24.115000000000002,-20.17,1950.5,1313.0,37.5,37,158.0,-48,7.0,-6,7.0,2,3.5,7,52.0,-16,20.5,-21.799999999999997,94.5,157.0
1835,220.0,0.0,146,58,1.83,0.0,7.3605,21.56454,-9.19463357,0.09403567,0.23800000000000002,1.03,38.59,0.16399999999999998,56,99,9.6,0.39432,18622.876782205,-37218.61781559,60.62455,80.89089999999999,2224.96,4396.08,110.0,220.0,13.0,-10,102.0,88,6185.45,12369.1,0.915,1.83,1.1,2.2,14.462520000000001,-14.20404,6.544,-13.088,-4.55029895,-9.28866924,2.967817063,0.06584698999999983,3.7392151900000004,0.08296200799999953,13.075,0.8699999999999992,1600.0,3200,4000.0,8000,0.634,-0.792,22.423,3.274000000000001,19.377000000000002,38.426,18.56,-9.06,1315.78,2582.44,77.5,-43,67.0,134,2.0,4,8.0,0,3.5,7,27.0,34,4.99716,9.20568,86.5,173.0
1836,220.0,46.0,146,146,1.83,1.15,7.3605,7.4166300000000005,-9.19463357,-3.62902961,0.23800000000000002,0.13,38.59,4.774,56,81,9.6,6.995,21.95464871,-16.773548599999998,154.135,-106.13,3222.5,2401.0,133.0,174.0,11.0,-6,146.0,0,11855.0,1030.0,1.49,0.6800000000000002,2.265,-0.1299999999999999,7.388565,-0.05613000000000046,0.0,0.0,-6.41183159,-5.565603960000001,3.4158032174999997,-0.830125319,4.303642376,-1.0458923640000002,20.81,-14.6,2950.0,500,4900.0,6200,0.184,0.10800000000000001,24.38,-0.6400000000000006,21.682000000000002,33.816,22.175,-16.29,1603.805,2006.3899999999999,68.5,-25,154.0,-40,4.0,0,18.0,-20,8.5,-3,63.0,-38,8.2975,2.6049999999999995,89.3,167.4
1837,220.0,29.0,146,203,1.83,1.2,7.3605,5.473,-9.19463357,-4.77382996,0.23800000000000002,0.193,38.59,6.89,56,17,9.6,28.2,24.40352507,-21.671301319999998,120.98882499999999,-39.83765,3993.0,860.0,124.5,191.0,5.5,5,174.5,-57,9505.0,5730.0,1.5150000000000001,0.6300000000000001,1.665,1.0700000000000003,6.41675,1.8875000000000002,0.0,0.0,-6.9842317650000005,-4.420803610000001,3.574175659,-1.1468702020000001,4.5031791485,-1.4449659090000004,24.592499999999998,-22.165,6350.0,-6300,5550.0,4900,0.21550000000000002,0.04500000000000001,25.63,-3.1400000000000006,22.740000000000002,31.700000000000003,24.265,-20.47,1905.5,1403.0,36.5,39,158.5,-49,7.5,-7,6.5,3,3.5,7,51.5,-15,18.9,-18.6,94.0,158.0
